ID,Status,Priority,Phase,Title,Description,Files,Dependencies,Acceptance Criteria,Notes
P6,Pending,Medium,Packages corpus,Packages read API over drizzle,"Implement api/worker/packages.ts Hono routes on the D1 binding exclusively through drizzle-orm/d1 and wire them into api/worker/index.ts: GET /packages with zod-validated q, source, category, offset and limit params returning items plus total, and GET /packages/:slug returning one row; the website H8 layer reads this first with the P5 snapshot as fallback.",api/worker/packages.ts; api/worker/index.ts,P1;P5,"Under wrangler dev, /packages?q=ffmpeg returns the ffmpeg rows with a total, /packages/:slug returns one row, and invalid params return 400; an empty D1 degrades to the snapshot, never a 500.",Anonymous access only — no account concept, auth stays a v2 item per I3. No raw D1 prepared statements in routes.
Q0,Pending,Medium,Design sync,Global od-layout primitives fix,"Promote od-stack/od-row/od-fill/od-fixed from per-page re-declarations into the global @layer od-layout block in static/styles.css (OD-LAYOUT-PRIMITIVES v1, design/index.html:9-31 verbatim), delete the five per-page copies under body[data-page=commands|detail|author|hub|publish], and fix the duplicated min-width rule at styles.css:40-41.",desktop-app/static/styles.css; design/index.html,A4,od-stack/od-row/od-fill/od-fixed resolve on any data-page value including the new hub-command page; no visual change on the six existing pages; zero console errors.,"Found by LandingDelta: the global layer declares od-row-top/od-cluster/od-grid but not the four primitives every design page (incl. hub.command.html) depends on."
Q1,Pending,High,Design sync,Index v2 header chrome + Control View removal,"Port design/index.html v2 header (head-top/head-text/head-title-row/head-desc/head-add plus head-tools toolbar with search/sort/sep/view-group, two view buttons only) into static/index.html + styles.css; delete the Control View everywhere (viewControl listener, cc-view control acceptance with fallback to tool, refreshPreview/openVars/paintTool/paint control branches, M1 MutationObserver block, all data-view=control CSS re-pointed to tool); port the v2 640px head rules. Keep statusbar and the real foot copy.",desktop-app/static/index.html; desktop-app/static/app.js; desktop-app/static/styles.css; design/index.html,E2,"Header matches v2 with Tool + Command views only; stored cc-view=control falls back to tool silently; no data-view=control selector remains; desktop + 640px verified in a real window with zero console errors.",Supersedes the v1 assumptions in J1/L1-L4/M1; M1 live-preview block is deleted by this task.
Q2,Pending,High,Design sync,Index files-changed panel,"Add the files-changed panel to templates.js card immediately after .term (fc-h title, added/modified groups with fc-t + fc-list, fc-file links to file:///cwd/name with fc-name/fc-path, empty states), populate in app.js only from run collected values using the design isFileTok rules verbatim (skip @ and ://, require /[^/s]+.[A-Za-z0-9]{2,5}$, dedupe, cwd separator sniffing; /^input.output/i goes Added, other file-likes Modified), port the 11 fc-* rules + open-state + 640px rules.",desktop-app/static/templates.js; desktop-app/static/app.js; desktop-app/static/styles.css; design/index.html,E2,Panel hidden until a run produced file-like values; Added/Modified split with working file links and empty-state text; running the ffmpeg seed shows its output on the Added side; zero console errors.,
Q3,Pending,High,Design sync,Index Tool rows + detail titlebar,"Restructure Tool View rows to tool-pkg (vendored pkg svg else inline box) + tool-pick-text + tool-go + run-dot, delete row .tool-shell buttons, move the card shell control into cmd-main-head/cmd-text/shell-box via ensureToolTitlebar with releaseToolTitlebar restore, drive setRunDot from real run start/cancel/settle surviving repaint; port row/pkg/dot/titlebar CSS, delete tool-shell rules and the detail cmd-icon-btn display-none; TOOL_PKG_IMG resolves only to vendored static/icons SVGs with box fallback.",desktop-app/static/app.js; desktop-app/static/styles.css; design/index.html,E2;J4,Rows match v2 with pkg icon + run dot and no shell button; shell box travels with the card into the detail and restores on selection change; run-dot tracks real runs; zero broken icons offline; zero console errors.,Keep the app guard of remounting detail only in Tool View (design moves selection unconditionally — E3/A9-class defect, not ported).
Q4,Pending,Medium,Design sync,Index terminal bar Stop/Close icon chips,"Replace the list-card Copy/Clear/Hide text buttons with four 26px dark .term-bar chips (Copy/Clear/Stop/Close, 12px inline SVGs, data-a=copy|clear|stop|close); Stop cancels through doCancel/cancelRun and is inert idle, Close stops if running then collapses with the existing guard, Copy/Clear unchanged; keep the Ctrl+C-to-stdin path.",desktop-app/static/templates.js; desktop-app/static/app.js; desktop-app/static/styles.css; design/index.html,E2;K2,Four icon chips render per design; Stop halts a long real run; Close leaves no process and the terminal reopens; Copy/Clear unchanged; verified at desktop + 640px with zero console errors.,List-card twin of J9; wire both through the same cancel/close helpers.
J5,Pending,High,Design sync,Registry 36-row table + duration widget + image collision decision,"Promote design/add.html:246 36-row table to registry.ts: add input.image/images/video/videos/document as widget file (labels + examples verbatim) and input.duration as new widget duration; explicitly resolve the input.image collision (add.html live = image file vs retired/command/seeds container-image select + seeds.ts:62/66) by picking one meaning and migrating the other side with the decision recorded; extend FILE_TOKENS/widgetToEInput/renderToken, rebuild grammar.js, update grammar_test + inputs_test counts/histogram/exampleFor/ccAutoGenerate.",desktop-app/registry.ts; desktop-app/grammar.ts; desktop-app/render.ts; desktop-app/static/grammar.js; desktop-app/tests/grammar_test.ts; desktop-app/tests/inputs_test.ts; desktop-app/seeds.ts; design/add.html,B1,"deno task test green on the new counts; {{input.duration:00:01:20}} and each media token parse/render/round-trip through sidecars; the two image seeds render their intended control after the deliberate migration; no live-retired overlap.",Single shared registry task for add/learn/command — LearnPublishDelta T1 and AddCommandDelta J5 merged, never built twice.
J6,Pending,High,Design sync,Author metadata editor as design table + options editor,"Replace buildAuthorRow .vrow/.mwrap/.mgrid with the .mtable-wrap/mtable.meta-one skeleton (token | label+description | value control) + .optblock (.moedit options input + .msub per-option table) for select/radio/buttongroup with the <=20-option cap; port the author CSS kit (.mtable*/.meta-one/.msub/.moedit/.optblock/.oval/.c-*) scoped .vex readout and #cwdbtn icon-button, delete dead .varrow*/.optmeta/.optrow/.omh; implement optionsEditor (token rewrite via CM6 dispatch else textarea, value/metadata migration across old/new bases with #n suffixes, repaint).",desktop-app/static/app.js; desktop-app/static/styles.css; desktop-app/static/add.html; design/add.html,E4,One table row per occurrence with per-option rows; editing Options rewrites the token without losing labels; built-ins show no per-option table; cwd shows the icon button; zero console errors.,Keep the app tag field; do not port ccBuildMetaControls or the .vex fast-path (dead in the design too).
J7,Pending,High,Design sync,Media dropzone + duration control via input layer,"Implement the drop/pick surface through enhanced-inputs (never hand-written input markup): per-kind accept (image/video/document), single/multiple, drag + Enter/Space, dz-prev img/video/doc-chip previews with object-URL revoke, filled/big states; plus a duration control (0-3600s slider + HH:MM:SS two-way sync with regen); wire through widgetToEInput/renderToken into author + run rows and port .dropzone*/.durwrap/.mediawrap CSS.",enhanced-inputs/src/**; desktop-app/registry.ts; desktop-app/render.ts; desktop-app/static/app.js; desktop-app/static/styles.css; design/add.html,J5,Dropping two images fills space-separated names with previews; 00:01:20 moves the slider and back; run pages share the surfaces; no native pickers; zero console errors.,"Library-first per RULES; e-input exclusively, no shadow attribute (kvpair is the composite precedent)."
J8,Pending,Medium,Design sync,cm-boot.js parity with design CM6 boot,"Emit the design token classes (.cc-tok known / .cc-tok-bad unknown, or restyle to current names — one of the two), implement insertType (append }} when absent else step past), the completion boost ladder (prefix > .autogenerate on auto/. > six defaults on empty), validFor on the option source, icons:true; keep the textarea fallback on import failure.",desktop-app/static/cm-boot.js; desktop-app/static/styles.css; design/add.html,E4,Known/unknown tokens visually distinct per design swatches; Enter/Tab completes {{input. with correct cursor with or without }}; option completion scoped to the current token; dead vendor import still leaves an editable textarea.,
J9,Pending,Medium,Design sync,Command page terminal bar Copy/Clear/Stop/Close,"Port the four SVG-icon buttons (data-a=copy|clear|stop|close) into static/command.html .term-bar with the 12px svg rule; Stop cancels the active run, Close stops if running then collapses preserving empty-state text; keep the list-card terminal consistent.",desktop-app/static/command.html; desktop-app/static/styles.css; desktop-app/static/app.js; design/command.html,E3;K2,Buttons match the design (icons + labels); Stop halts a long run; Close leaves no process and reopens cleanly; Copy/Clear unchanged; 640px + real window verified.,Detail-page twin of Q4; share helpers rather than duplicating.
J10,Pending,Medium,Design sync,Detail run-form parity for new widgets,"After J5/J7 render duration (slider+text) and media (drop/pick surface) in CC.buildVarControl for ccDetail #rrows and card panels, keep the design validation copy/bad-field behaviour and label-based #dprev chips; document the one intentional divergence (design/command.html has no duration case and falls to text) instead of imitating it silently.",desktop-app/static/app.js; desktop-app/render.ts; desktop-app/registry.ts; design/command.html,J5;J7,Duration rows are slider+text on the detail page, image file rows show the shared surface, Run stays gated, preview chips stay label-based; zero console errors.,
R1,Pending,High,Design sync,hub.command.html shell + routing + styles,"Create static/hub.command.html from design/hub.command.html minus inline <style>/demo <script> (body data-page=hub-command, x-data=ccHubCommand, shared script order), add hub.command.html to main.ts PAGES (six pages comment becomes seven), port the hub-command block into styles.css (badges/box/rawline/cmdline/kv/pills/safenote/mrow/vmeta/vpill/vex/mlabel/actions/empty + 640px + reduced-motion, reusing detail rules where identical).",desktop-app/static/hub.command.html; desktop-app/main.ts; desktop-app/static/styles.css; design/hub.command.html,A2,/hub.command.html and /hub.command serve 200 with correct types; all five boxes render with zero console errors and no inline style/script.,
R2,Pending,High,Design sync,ccHubCommand component render,"Implement app.js ccHubCommand reading ?id= via F1 (hubList plus a new hubGet id lookup): badges/raw/preview chips via grammar.js exampleFor/Details kv/Inputs mrows; unknown/absent id renders the real #missing not-found state (fix the design HUB[0] fallback per A9/E3); Copy buttons with the 1.2s swap; no demo HUB array, no cc-added/cc-clis reads.",desktop-app/static/app.js; design/hub.command.html,R1;F1,Known id renders every design row with grammar chips; unknown id shows not-found; zero console errors.,
R3,Pending,High,Design sync,Hub command Save + Install package flows,"Save via F1 hubAdd (fromHub provenance, fresh local id, no simulated lines transcript, Saved-disabled button, row visible in index); Install package via N2 pkgInstall with the command cli as spec and real ilog + exit code; pre-N2 gate to the Packages tab with the design gate-link pattern instead of the cc-clis simulation.",desktop-app/static/app.js; design/hub.command.html,R2;F1;N2,Save round-trips through library.ts and survives relaunch; install shows real progress/exit or a real manager-absent gate; zero (simulated) strings.,
R4,Pending,High,Design sync,Jev-estimated Safety + analyze fallback,"Add a Deno-side helper building the jev-schema request from {cmd,name,description,tag,cli,cwd,by}, calling the TypeSafe Jev endpoint with the key from settings/env, zod-parsing the seven answers into a SafetyRow cached per command id in hub_cache; register a zod-validated hubClassify binding; port the design analyze() as a pure-TS deterministic fallback for offline/no-key/parse-failure; render identically either way with the estimated pill + safenote verbatim.",desktop-app/hub.ts; desktop-app/bindings.ts; desktop-app/static/app.js; plan/jev-schema.json; desktop-app/scripts/classify.ts,R2,Keyed opens fetch once then serve from cache; keyless/offline renders the ported analyzer rows; every answer zod-validated at the boundary; page renders in both modes.,Key never enters the webview; classify.ts stays the standalone CLI reference for the request shape.
R5,Pending,Medium,Design sync,Hub deep-link + card parity (folds L7),"Give hubCard .cmd-icon + cliIcon (CLI_ICON gains npm/bun), the Save label, vbadge input count and mark highlight; link card name/action to hub.command.html?id=<hub id> keeping card save (F3) distinct from the detail page; re-point PKG_IMG at vendored pkg-*.svg (design/hub.html regressed to unvendored .ico/.png — same L5 fix).",desktop-app/static/app.js; desktop-app/static/templates.js; desktop-app/static/styles.css; design/hub.html,R2;F3,Cards show per-CLI art with SVG fallback, Save label, input counts and highlight; names deep-link to the detail page; zero broken icons offline; zero console errors.,Closes L7; fold the PKG_IMG re-normalization here or into N5, never both.
S1,Pending,High,Design sync,Learn 36-row reference table port,"Rebuild ccLearn from the registry (post-J5 36 rows) in design order with the 7 long group labels and Input code/Description/Preview headers, design prose verbatim per row, media dropzones + duration sync in previews, q/w filtering that hides emptied groups, count + empty states; extend build-learn.ts to assert registry parity while keeping zero hand-written <tr>.",desktop-app/static/app.js; desktop-app/static/learn.html; desktop-app/static/styles.css; desktop-app/scripts/build-learn.ts; design/learn.html,J5;E5,Learn shows 36 design-ordered rows with verbatim prose; media/duration previews behave per design; filters/count/empty correct; build:learn passes with no hand <tr>.,Host media/duration control work itself lives in J7; this task consumes it.
H9,Pending,High,Website,Landing page from design/landing.html,"Port design/landing.html into website/public/ (home/download surface per H5 page list): topbar, hero + tabbed panes, why/how grids, surfaces links to hub/learn, CTA band wired to the G5 releases.json download asset, footer; split demo transcript/download-note JS into public/js/app.js patterns; classless e-* markup + site.css tokens per H3-H5; resolve the landing #0075de vs DESIGN.md Primer #0969da token conflict before authoring site.css.",website/public/**; website/public/css/site.css; website/public/js/app.js; design/landing.html,H5,Pages validate classless with zero unexpanded e-*; hero demo is labelled simulated per PRODUCT.md evidence rule; download CTA resolves to the current installer; sitemap/manifest sync tests pass.,"Landing is a website page, not a desktop page — never add it to main.ts PAGES or static/."
